,age,workclass,education,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
29200,32,Private,11th,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,40,India,<=50K
29201,35,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
29202,51,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
29203,33,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
29204,71,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,15,Germany,<=50K
29205,48,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
29206,53,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
29207,40,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
29208,64,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,5,United-States,<=50K
29209,42,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,48,United-States,>50K
29210,25,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
29211,66,Private,Some-college,Widowed,Sales,Unmarried,White,Female,0,0,50,United-States,>50K
29213,42,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
29214,24,Private,HS-grad,Never-married,Farming-fishing,Unmarried,White,Male,0,0,40,United-States,<=50K
29215,19,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,25,United-States,<=50K
29216,26,Private,Some-college,Never-married,Sales,Own-child,White,Female,0,0,24,United-States,<=50K
29217,22,Private,HS-grad,Never-married,Other-service,Own-child,Black,Male,0,0,30,United-States,<=50K
29218,33,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
29219,63,Private,11th,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,12,United-States,<=50K
29220,20,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,30,United-States,<=50K
29221,33,Private,5th-6th,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,<=50K
29222,56,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
29223,70,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,24,United-States,>50K
29224,42,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
29225,25,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,<=50K
29226,28,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
29227,36,Private,10th,Never-married,Transport-moving,Not-in-family,Black,Female,0,0,40,United-States,<=50K
29228,37,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
29229,38,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,60,United-States,>50K
29230,52,State-gov,HS-grad,Separated,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
29231,49,Private,HS-grad,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
29232,30,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
29233,70,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,>50K
29234,25,Private,Bachelors,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
29235,59,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,Italy,>50K
29236,22,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
29237,41,Local-gov,Assoc-acdm,Separated,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
29238,62,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
29239,54,Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K
29240,38,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
29241,36,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
29242,74,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States,>50K
29243,35,Self-emp-not-inc,5th-6th,Married-civ-spouse,Other-service,Wife,White,Female,0,0,15,Mexico,<=50K
29244,41,Private,12th,Divorced,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
29245,30,Private,Assoc-voc,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,<=50K
29246,25,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,<=50K
29247,48,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
29248,50,Self-emp-not-inc,5th-6th,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,0,0,15,United-States,<=50K
29249,19,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
29250,51,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
29251,39,Private,Bachelors,Divorced,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,<=50K
29252,20,Private,11th,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
29253,17,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,16,United-States,<=50K
29254,42,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
29255,25,Private,Some-college,Never-married,Other-service,Other-relative,Other,Female,0,0,25,Ecuador,<=50K
29256,36,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
29257,65,Private,Doctorate,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
29258,32,Self-emp-not-inc,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,70,United-States,>50K
29259,33,Self-emp-inc,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K
29260,32,State-gov,Some-college,Never-married,Tech-support,Unmarried,Black,Female,0,0,20,United-States,<=50K
29261,25,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
29262,41,Local-gov,Some-college,Divorced,Protective-serv,Unmarried,White,Female,0,0,40,United-States,<=50K
29263,44,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
29264,36,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,52,United-States,<=50K
29265,24,Private,11th,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,0,0,40,United-States,<=50K
29266,17,Private,7th-8th,Never-married,Sales,Own-child,White,Male,0,0,8,United-States,<=50K
29267,32,Self-emp-not-inc,Bachelors,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,30,United-States,<=50K
29268,67,Private,11th,Widowed,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
29270,39,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
29271,18,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Not-in-family,White,Female,0,0,35,United-States,<=50K
29272,50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
29273,24,Private,10th,Never-married,Sales,Not-in-family,White,Female,0,0,15,United-States,<=50K
29274,21,Local-gov,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
29275,24,Private,Bachelors,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,0,0,16,United-States,<=50K
29276,34,Private,Assoc-voc,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
29278,49,Self-emp-not-inc,10th,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,32,United-States,<=50K
29279,50,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
29280,33,Private,Assoc-acdm,Divorced,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
29281,18,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
29282,45,Private,Assoc-voc,Divorced,Adm-clerical,Unmarried,White,Female,0,0,55,United-States,>50K
29283,20,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K
29284,64,Local-gov,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
29285,39,Private,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K
29286,35,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,70,United-States,<=50K
29287,21,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,0,0,32,United-States,<=50K
29288,29,Private,Assoc-acdm,Never-married,Tech-support,Not-in-family,White,Male,0,0,45,United-States,<=50K
29289,38,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,30,United-States,>50K
29290,45,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
29291,30,Self-emp-not-inc,Masters,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,50,India,>50K
29292,41,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
29293,37,Private,HS-grad,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Hong,<=50K
29295,45,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,>50K
29296,20,Federal-gov,HS-grad,Never-married,Adm-clerical,Other-relative,White,Male,0,0,20,United-States,<=50K
29297,35,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
29298,24,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
29299,19,Private,Some-college,Never-married,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,<=50K
29300,23,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,<=50K
29301,34,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K
29303,36,Self-emp-not-inc,5th-6th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,Mexico,>50K
29304,46,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,5,United-States,<=50K
29305,38,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,United-States,>50K
29306,55,Local-gov,12th,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
29307,27,Private,Some-college,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,0,0,40,India,<=50K
29308,48,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
29309,35,Private,HS-grad,Divorced,Other-service,Own-child,White,Female,0,0,50,United-States,<=50K
29310,47,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
29311,32,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
29312,40,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,46,United-States,<=50K
29313,41,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
29314,47,Federal-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
29315,21,Private,Some-college,Never-married,Sales,Own-child,Black,Female,0,0,25,United-States,<=50K
29316,45,Local-gov,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,United-States,<=50K
29317,33,Private,7th-8th,Never-married,Other-service,Unmarried,Black,Female,0,0,14,Trinadad&Tobago,<=50K
29318,68,Without-pay,Some-college,Married-spouse-absent,Farming-fishing,Unmarried,White,Female,0,0,25,United-States,<=50K
29319,44,Private,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
29320,49,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50K
29321,45,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Poland,>50K
29322,29,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Mexico,<=50K
29324,19,Private,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,0,0,25,Mexico,<=50K
29325,56,Private,10th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
29326,55,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
29327,29,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
29328,21,Private,HS-grad,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,25,United-States,<=50K
29330,52,Private,5th-6th,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,50,United-States,<=50K
29331,22,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
29332,20,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,60,United-States,<=50K
29333,31,Private,HS-grad,Never-married,Craft-repair,Own-child,Black,Male,0,0,50,England,<=50K
29334,39,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
29335,55,Private,Some-college,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
29336,35,Private,Assoc-acdm,Separated,Sales,Unmarried,White,Male,0,0,40,United-States,<=50K
29338,61,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
29339,18,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,<=50K
29340,51,State-gov,Bachelors,Widowed,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
29341,37,Self-emp-not-inc,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
29343,32,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,38,United-States,<=50K
29344,48,Private,HS-grad,Separated,Craft-repair,Unmarried,Black,Male,0,0,45,United-States,<=50K
29345,62,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,53,United-States,<=50K
29347,28,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,<=50K
29348,20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,<=50K
29349,41,Private,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
29350,29,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
29351,43,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37,United-States,>50K
29352,20,Private,Some-college,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,20,United-States,<=50K
29353,29,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,55,United-States,>50K
29354,51,Federal-gov,Bachelors,Widowed,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,<=50K
29355,40,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
29356,26,Private,5th-6th,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,Mexico,<=50K
29357,30,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
29358,36,Private,HS-grad,Widowed,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
29359,42,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,>50K
29360,41,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
29361,43,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
29362,20,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K
29363,43,Private,Bachelors,Divorced,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K
29364,45,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
29365,39,Private,HS-grad,Never-married,Farming-fishing,Unmarried,White,Male,0,0,40,United-States,<=50K
29366,31,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
29367,23,Private,Some-college,Never-married,Sales,Other-relative,Asian-Pac-Islander,Male,0,0,25,Philippines,<=50K
29368,38,State-gov,Masters,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
29369,37,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,Cuba,>50K
29370,18,Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,40,United-States,<=50K
29371,41,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,Mexico,<=50K
29373,26,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,0,0,30,United-States,<=50K
29374,37,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
29375,33,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Peru,>50K
29376,31,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
29377,27,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,80,United-States,<=50K
29378,35,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
29379,28,Self-emp-not-inc,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,30,United-States,>50K
29380,59,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,50,Guatemala,<=50K
29381,42,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
29382,50,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
29384,32,Private,Some-college,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
29385,27,Private,HS-grad,Separated,Craft-repair,Unmarried,Black,Male,0,0,40,United-States,<=50K
29386,43,Private,Bachelors,Divorced,Machine-op-inspct,Other-relative,White,Male,0,0,40,United-States,<=50K
29387,46,Private,11th,Divorced,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,0,0,40,United-States,>50K
29388,41,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
29389,20,Private,Some-college,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,<=50K
29391,45,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
29392,23,Private,11th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,<=50K
29394,58,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
29395,38,Private,Assoc-voc,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
29396,29,Private,Some-college,Never-married,Sales,Other-relative,White,Male,0,0,50,United-States,<=50K
29398,26,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
29399,42,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,>50K
29400,61,Private,HS-grad,Separated,Transport-moving,Unmarried,Asian-Pac-Islander,Male,0,0,45,United-States,>50K
29401,43,Private,HS-grad,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
29402,51,State-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,56,United-States,>50K
29403,23,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
29404,24,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
29407,38,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
29408,48,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,16,United-States,>50K
29409,33,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,<=50K
29411,18,Private,7th-8th,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
29412,52,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
29413,28,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
29414,37,Private,Some-college,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,0,0,30,Vietnam,<=50K
29416,45,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
29417,17,Private,10th,Never-married,Sales,Own-child,White,Female,0,0,16,United-States,<=50K
29418,56,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
29419,38,Self-emp-inc,Assoc-acdm,Divorced,Exec-managerial,Unmarried,White,Male,0,0,45,United-States,<=50K
29420,81,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,10,United-States,<=50K
29421,22,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,30,United-States,<=50K
29422,43,State-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
29424,50,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
29425,31,Private,Some-college,Separated,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
29426,35,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
29428,36,Private,Bachelors,Separated,Other-service,Unmarried,Black,Female,0,0,35,United-States,<=50K
29429,33,Private,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Mexico,<=50K
29431,50,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,<=50K
29432,55,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
29433,29,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
29434,24,Private,Some-college,Never-married,Other-service,Other-relative,Black,Female,0,0,30,Haiti,<=50K
29435,39,Federal-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,>50K
29436,34,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
29437,29,Private,7th-8th,Divorced,Craft-repair,Unmarried,White,Female,0,0,55,United-States,<=50K
29438,60,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,32,United-States,>50K
29439,33,Private,Masters,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,United-States,>50K
29440,58,Private,9th,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,El-Salvador,<=50K
29441,27,Private,Some-college,Separated,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
29442,46,State-gov,Some-college,Divorced,Protective-serv,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
29443,63,Private,HS-grad,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
29444,38,Self-emp-not-inc,Some-college,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
29445,23,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,0,0,15,United-States,<=50K
29446,31,Private,Prof-school,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,60,United-States,>50K
29447,49,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
29448,45,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
29449,42,Private,9th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
29450,48,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
29451,33,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
29452,24,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
29453,49,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
29454,50,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
29455,19,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
29456,18,Private,10th,Never-married,Other-service,Own-child,White,Female,0,0,28,United-States,<=50K
29457,20,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
29458,42,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
29459,46,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,Cambodia,>50K
29460,40,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States,>50K
29461,54,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,45,United-States,>50K
29462,28,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
29463,38,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
29464,28,Private,Some-college,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,40,United-States,<=50K
29465,22,Private,11th,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
29466,31,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
29467,27,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
29468,45,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,42,United-States,>50K
29469,38,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
29470,75,Private,Masters,Never-married,Protective-serv,Not-in-family,White,Male,0,0,16,United-States,<=50K
29471,41,Private,Masters,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,60,United-States,>50K
29472,37,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
29473,47,Private,HS-grad,Never-married,Exec-managerial,Own-child,White,Female,0,0,50,Cuba,<=50K
29474,34,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,Mexico,>50K
